X-512	reverse	oos_chunk_record	oos_prepend_header / oos_insert_record_in_fixed_page	spage_insert / spage_get_record	n/a	oos_record_header + payload fragment	oos_read/oos_insert value chain	read/write	OOS chunk record (OOS_RECORD_HEADER + payload)	no: this IS the out-of-row STORAGE of OOS values (the value chain), not a heap instance record that contains OOS stubs -- the inverse of the audit target	EXCLUDED	none	none	EXCLUDED	src/storage/oos_file.cpp:1097 oos_prepend_header, :1481 insert-in-page, :1551 oos_read_chunk_in_page, :2350 oos_rv_redo_insert; struct oos_record_header oos_file.hpp:26	none	none	none
X-513	reverse	oos_hdr_stats	oos_get_header_stats_ptr	spage_get_record(PEEK)	n/a	best[] hints + space estimates	oos_find_best_page	read/write	OOS bestspace header record	no: OOS-file bestspace metadata record; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/oos_file.cpp:1020 hdr build, :456 oos_get_header_stats_ptr	none	none	none
X-514	reverse	catalog_disk_repr	catalog_put_record_into_page / catalog_store_*	spage_insert / spage_update	n/a	CATALOG_PAGE_HEADER / DISK_REPR / DISK_ATTR / BTREE_STATS / CLS_INFO / CATALOG_REPR_ITEM	catalog representation fetch	read/write	catalog-file disk representation record	no: separate catalog file structure (disk representation of class reps) stored in CATALOG_RECORD.recdes; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/system_catalog.c:603,:1086,:1195,:1221,:1248,:1303,:2128 catalog_* store into recdes	none	none	none
X-515	reverse	spage_generic	spage_get_record_data	spage_get_record	n/a	page slot bytes	caller-defined	read	whatever the caller page slot holds (page-agnostic)	no: generic physical slotted-page layer; record kind is determined by the caller/page type, not by this code	EXCLUDED	none	none	EXCLUDED	src/storage/slotted_page.c:3851 spage_get_record_data (PEEK ptr :3865 / COPY memcpy :3888), :3816 spage_get_record	none	none	none
X-516	reverse	record_descriptor_container	record_descriptor::peek/copy/get	spage_get_record (delegated)	n/a	owned/borrowed buffer	caller-defined	read/build	no fixed record kind (generic container)	no: generic RECDES wrapper class; provenance from caller; auto-resizes on S_DOESNT_FIT	EXCLUDED	none	none	EXCLUDED	src/storage/record_descriptor.cpp:87 set_recdes, :106-:121 peek/copy/get delegating to spage_get_record	none	none	none
X-517	reverse	recdes_buffer_plumbing	recdes_allocate_data_area / set_data_area	RECDES buffer memory helpers	n/a	n/a	none	alloc/attach	no content (buffer plumbing only)	no: allocates/attaches RECDES buffers; never populates record content	EXCLUDED	none	none	EXCLUDED	src/storage/storage_common.c:310 recdes_allocate_data_area, :327 free, :333 recdes_set_data_area	none	none	none
X-518	reverse	file_layer_physical	file_manager (physical file layer)	no recdes production	n/a	n/a	none	none	no recdes populated with file-layer records	no: file_manager uses raw page structs for file header/table; its one RECDES reads a CLASS record for a validity check only (cross-note fwd-heap)	EXCLUDED	none	none	EXCLUDED	src/storage/file_manager.c:11288 file_is_valid_heap_file (heap_get_class_record PEEK :11293)	none	none	none
X-519	reverse	class_schema_disk	tf_class_to_disk (root_to_disk/class_to_disk)	client OR_BUF build, shipped raw via locator_insert	n/a	repid+chn header + class body	server stores raw	build	CLASS/schema disk record	no: class/schema records are serialized CLIENT-side by tf_class_to_disk and inserted raw; they never pass through heap_attrinfo_determine_disk_layout (heap_file.c:12095), the ONLY OOS demotion site, so they can never acquire OOS inline stubs	EXCLUDED	none	none	EXCLUDED	src/object/transform_cl.c:4546 tf_class_to_disk (no demotion; only OOS token is a read-path comment :628). Demotion sole site heap_file.c:12095, called only from heap_attrinfo_transform_to_disk_internal:13033	none	none	none
X-520	reverse	or_serialization_primitive	object_representation*.c / object_representation_sr.c / .h	n/a	n/a	caller-defined	caller-defined	read/write	generic value pack/unpack + orc_* class-record introspection	no: generic serialization primitives and class-record decoders operating on a caller-supplied RECDES; provenance is the caller, not these files	EXCLUDED	none	none	EXCLUDED	src/base/object_representation_sr.c:193 orc_diskrep_from_record, :519 orc_class_info_from_record, :4015 or_get_attrname; src/object/object_representation.c value/MVCC-header helpers	none	none	none
X-521	reverse	recdes_network_pack	or_pack_recdes / or_unpack_recdes	css net buffers	n/a	length + type + data stream	client transport	pack/unpack	serialized RECDES over the wire	no: transport packing of an already-built RECDES; creates no heap-instance content. Cross-note: the packed RECDES originates from a heap/locator producer that owns the OOS decision	EXCLUDED	none	none	EXCLUDED	src/object/object_representation.c:1764 or_pack_recdes (:1766-1768), :5299 or_unpack_recdes	none	none	none
X-522	reverse	css_network_buffer	connection_support css layer	css_net_send*	n/a	raw byte buffers	client transport	pack	NOT recdes (iovec/byte buffers)	no: the css layer packs iovec/byte buffers, not RECDES; the RECDES present in this file is a heap-instance read (see R-506). recdes<->stream packing lives in object_representation.c (X-521)	EXCLUDED	none	none	EXCLUDED	src/connection/connection_support.cpp css_net_send*/css_Vector_buffer	none	none	none
X-523	reverse	client_workspace	ws_* workspace helper (WS_MOP)	n/a	n/a	client object manager	client-side	passthrough	client workspace record pointer (not produced here)	no: client-side workspace plumbing; disk images originate from a server fetch (cross-note fwd-locator/client)	EXCLUDED	none	none	EXCLUDED	src/object/work_space.c:5361 (RECDES* param passthrough), src/object/work_space.h:89 mop recdes field	none	none	none
X-524	reverse	oos_debug_auditor	heap_recdes_compute_oos_flag_debug	n/a	n/a	debug assertion	debug-only	read	no recdes populated; recomputes HAS_OOS from a heap record for a debug check	no: does not populate any recdes; read-only debug auditor over heap records (cross-note fwd-heap for its read semantics)	EXCLUDED	none	none	EXCLUDED	src/storage/oos_util.cpp:83 heap_recdes_compute_oos_flag_debug (reads OR VOT :90-92)	none	none	none
R-501	reverse	heap_instance	btree_load base-table heap scan	heap_next / heap_next_1page	HEAP_RECDES_DONT_CONSUME_RAW_BYTES (heap_next); heap_next_1page has no policy (page scan)	heap fetch	heap_attrinfo_read_dbvalues (index-key extraction)	read	full heap instance record	yes: user-class base-table instance records read to extract index keys during index build -- can carry OOS stubs	RESOLVE	DONT_CONSUME (attribute layer resolves OOS per column)	DONT_CONSUME	CONFORMS	src/storage/btree_load.c:3424 heap_next_1page, :3729/:5378 heap_next DONT_CONSUME; decode :3537/:3821/:5399 heap_attrinfo_read_dbvalues	none	none	cross-note fwd-heap/fwd-query (index-load key extraction)
R-502	reverse	heap_instance	serial: _db_serial instance read	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	heap fetch	heap_attrinfo_read_dbvalues	read	full _db_serial instance record	yes (nominal): _db_serial is a server-transformed instance class so the demotion path applies; values are tiny in practice	RESOLVE	DONT_CONSUME (only consumer is the attribute layer)	CONSUME_RAW_BYTES	GAP	src/query/serial.c:233/:510/:647 heap_get_visible_version CONSUME_RAW_BYTES then heap_attrinfo_read_dbvalues :263/:533/:670	none	R6-F1	cross-note fwd-misc: CONSUME eagerly Expands but only the attribute layer consumes -> likely needless Expand (perf, not correctness)
R-503	reverse	heap_instance	sp_code: _db_stored_procedure_code instance read	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	heap fetch	heap_attrinfo_read_dbvalues (single attr)	read	full SP-code instance record	yes: SP code/source attribute can exceed the OOS inline target -> genuinely OOS-capable	RESOLVE	DONT_CONSUME (single-attr read via attribute layer)	CONSUME_RAW_BYTES	GAP	src/sp/sp_code.cpp:90 heap_get_visible_version CONSUME_RAW_BYTES; heap_attrinfo_start 1 attrid :120, decode :128	none	R6-F2	cross-note fwd-misc: attribute-layer read -> CONSUME may be needless Expand (perf)
R-504	reverse	heap_instance	histogram statistics sampler	heap_next / heap_next_1page	HEAP_RECDES_DONT_CONSUME_RAW_BYTES (heap_next); page scan (heap_next_1page)	heap fetch	heap_attrinfo_read_dbvalues	read	full user-class instance record	yes: target user-class rows sampled for statistics -- OOS-capable	RESOLVE	DONT_CONSUME	DONT_CONSUME	CONFORMS	src/optimizer/histogram/histogram_sampler_sr.cpp:762/:1132 heap_next_1page, :1926/:2257 heap_next DONT_CONSUME; decode :769/:1138/:1934/:2265	none	none	cross-note fwd-query/fwd-misc (reservoir/HLL sampling)
R-505	reverse	heap_instance	dblink global-tran catalog read	heap_first / heap_next	heap_first (fixed internal policy); heap_next HEAP_RECDES_DONT_CONSUME_RAW_BYTES	heap fetch	heap_attrinfo_read_dbvalues	read	full catalog-class instance record	yes (nominal): dblink global-transaction catalog class instances	RESOLVE	DONT_CONSUME	DONT_CONSUME	CONFORMS	src/query/dblink_global_tran_catalog.c:212/:444 heap_first, :246/:515 heap_next DONT_CONSUME	none	none	cross-note fwd-misc
R-506	reverse	heap_instance	connection_support user/auth class scan	heap_next	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	heap fetch	heap_attrinfo_read_dbvalues	read	full auth-class instance record	yes (nominal): db_user/auth class instances (last-access-status enumeration)	RESOLVE	DONT_CONSUME	DONT_CONSUME	CONFORMS	src/connection/connection_support.cpp:2471 heap_next DONT_CONSUME, decode :2475 (class-name attr via heap_get_class_record :2396)	none	none	cross-note fwd-misc/fwd-locator
R-507	reverse	heap_instance	lock_manager lock-timeout dump	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	heap fetch	or_mvcc_get_header (MVCC header only)	read	full instance record (only MVCC header consumed)	yes: arbitrary class instance; but only the fixed-position MVCC header is read, which precedes the variable area/OOS stubs	NO_BODY	DONT_CONSUME (header read needs no Expand)	CONSUME_RAW_BYTES	GAP	src/transaction/lock_manager.c:5642 heap_get_visible_version CONSUME_RAW_BYTES then or_mvcc_get_header :5647	none	R6-F3	cross-note fwd-misc: header-only diagnostic; Expand appears unnecessary (perf)
R-508	reverse	heap_instance	catcls system-catalog CLASS instances	catcls_put_or_value_into_record (build); heap_get_visible_version/heap_next (read)	heap_get_visible_version / heap_next / heap_get_class_record	heap fetch	catcls_get_or_value_from_* / heap_update_logical	read/build	full catalog-CLASS instance record (_db_class,_db_attribute,...)	no: catcls records are hand-serialized (or_init + catcls_put_or_value_into_buffer) and stored via heap_update_logical, bypassing heap_attrinfo_determine_disk_layout demotion -> no OOS stubs created	STORED_SAFE	PRESERVE_PHYSICAL (never demoted; no stubs)	PRESERVE_PHYSICAL	CONFORMS	src/storage/catalog_class.c:3518 catcls_put_or_value_into_record (or_init :3543, BIG_VAR asserted :3575), :3930/:4272/:4532 build+heap_update_logical; reads :4013/:4179/:4503	none	none	verify with fwd-heap that catalog classes intentionally bypass OOS demotion
R-509	reverse	heap_instance	TDE keyinfo heap record	tde_insert_keyinfo (build); heap_first (read)	heap_create_insert_context / heap_first	heap fetch	struct cast (TDE_KEYINFO)	read/build	TDE keyinfo instance record	no: hand-built fixed-layout record ([repid_and_flag | TDE_KEYINFO], REC_HOME) inserted directly; never through heap_attrinfo demotion -> no OOS stubs	STORED_SAFE	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CONFORMS	src/storage/tde.c:202-210 tde_insert_keyinfo (REC_HOME hand buffer), :588 heap_first COPY, :616-645 update	none	none	cross-note fwd-heap
R-510	reverse	heap_instance	boot_Db_parm root record	boot init (build); boot_get_db_parm (read)	heap_create_insert_context / heap_first	heap fetch	struct cast (BOOT_DB_PARM)	read/build	bootstrap DB-parameter record (root class heap)	no: hand-built fixed struct (REC_HOME) in the root-class heap; never through heap_attrinfo demotion -> no OOS stubs	STORED_SAFE	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CONFORMS	src/transaction/boot_sr.c:5054 REC_HOME build, :310 heap_first COPY	none	none	cross-note fwd-heap
R-511	reverse	heap_instance_overflow	heap_get_bigone_content (REC_BIGONE body)	heap_ovf_get	n/a (raw overflow body reassembled)	heap read/scan	heap read paths reassembling the full record	read	heap instance record body stored as a REC_BIGONE overflow record	no: OOS+bigone is REJECTED at write time (ER_HEAP_OOS_OVERPASS_MAXOBJ_SIZE, -1379) BEFORE any OOS chain is written, so a REC_BIGONE body can never contain OOS inline stubs	STORED_SAFE	PRESERVE_PHYSICAL (guaranteed OOS-free by the rejection invariant)	PRESERVE_PHYSICAL	CONFORMS	src/storage/heap_file.c:20172 heap_get_bigone_content -> heap_ovf_get; rejection heap_file.c:13059-13064 (has_oos && heap_is_big_length); error_code.h:1776 ER_HEAP_OOS_OVERPASS_MAXOBJ_SIZE=-1379	none	none	cross-note fwd-heap (bigone content path)
